Number,Theme,Subtheme,Year,Set name,Minifigs,Pieces,RRP (GBP),RRP (USD),RRP (CAD),RRP (EUR),EAN,UPC,Width,Height,Depth,Weight,Notes,Qty owned,Qty owned new,Qty owned used,Wanted,Qty wanted,Priority,,,,,,,,,Value new (USD),Value used (USD),Launch date,Exit date
"5005353-1","Gear","Storage",2017,"Red Cinch Bucket",,,17.99,19.99,19.99,19.99,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5005402-1","Gear","Storage",2017,"4 stud Bright Red Storage Brick Drawer",,,,29.99,32.99,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5005352-1","Gear","Storage",2017,"LEGO® Blue Cinch Bucket",,,17.99,19.99,19.99,19.99,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5005871-1","Gear","Storage",2020,"8 Stud Red Desk Drawer",,,,24.99,27.99,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5006624-1","Gear","Plush",2019,"Chewbacca Plush",,,24.99,26.99,32.99,26.99,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5005769-1","Gear","Storage",2020,"Transparent Red Sorting Case To Go",,,6.99,6.99,7.99,7.99,5711938031206,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5005825-1","Gear","Miscellaneous",2019,"Stormtrooper Bag Tag",,,6.99,5.99,7.99,7.99,4895028522353,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5005873-1","Gear","Storage",2020,"Transparent Red Rack System",,,,59.99,64.99,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5005820-1","Gear","Miscellaneous",2019,"R2 D2 Bag Tag",,,6.99,5.99,7.99,7.99,4895028522346,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5005890-1","Gear","Storage",2020,"Transparent Blue Sorting Case To Go",,,6.99,6.99,7.99,7.99,5711938031190,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5006151-1","Gear","Storage",2022,"8 Minifigure Display Case Red",,,17.99,19.99,21.99,19.99,5711938023577,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5005400-1","Gear","Storage",2017,"8 stud Bright Yellow Storage Brick Drawer",,,,44.99,49.99,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5005542-1","Gear","Bags",2019,"2x4 Red Luggage Tag",,,3.99,4.99,6.99,4.99,4895028520021,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5005538-1","Gear","Playmats",2020,"Iconic 4 Piece Organizer Tote and Playmat",,,,49.99,49.99,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"854238-1","Gear","Key Chains/DC",2022,"Harley Quinn Keyring",,,4.99,5.99,7.99,5.99,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5006608-1","Gear","Storage",2021,"3 Drawer Storage Rack Gray",,,54.99,59.99,64.99,59.99,5711938034702,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"45681-1","Education","SPIKE",2021,"Spike Prime Expansion Set (v2)",,604,129.99,133.95,189.99,144.99,,,,,,,"",0,0,0,,0,0,,,,,,,,,148.3200,,"",""
"10963-1","Duplo","Spidey and his Amazing Friends",2022,"Spider-Man & Friends: Funfair Adventure",4,41,54.99,59.99,79.99,59.99,5702017153575,,35.4,37.8,9.4,,"",0,0,0,,0,0,,,,,,,,,42.9200,,"01/06/2022","31/12/2023"
"5005720-1","Gear","Storage",2020,"8 Stud Medium Stone Gray Storage Brick Drawer",,,44.99,44.99,52.99,47.99,5711938029586,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"45026-1","Education","Duplo",2020,"Tubes",,150,159.99,169.95,229.99,174.99,5702016677447,,,,,,"",0,0,0,,0,0,,,,,,,,,199.9900,,"",""
"5006275-1","Gear","Stationery",2021,"Dots gel pen 6 pack",,,14.99,19.99,19.99,16.99,4895028527983,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"10411-1","Duplo","Seasonal",2023,"Learn About Chinese Culture",,124,69.99,69.99,89.99,79.99,,,,,,,"",0,0,0,,0,0,,,,,,,,,68.5400,,"",""
"10970-1","Duplo","",2022,"Fire Station & Helicopter",2,117,89.99,89.99,119.99,99.99,5702017153681,,48,37.8,11.2,,"",0,0,0,,0,0,,,,,,,,,75.1200,,"01/03/2022","31/12/2024"
"11029-1","Classic","Creative Box",2023,"Creative Party Box",,900,44.99,49.99,64.99,49.99,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"88018-1","Powered Up","",2021,"Medium Angular Motor",,1,24.99,39.99,49.99,29.99,,673419362160,,,,,"",0,0,0,,0,0,,,,,,,,,29.3900,,"",""
"5005718-1","Gear","Storage",2020,"8 Stud Black Storage Brick Drawer",,,,44.99,52.99,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"854240-1","Gear","Key Chains/Marvel",2023,"Iron Man Key Chain",,,4.99,5.99,7.99,5.99,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5007060-1","Super Mario","Product Collection",2021,"The Team Up Bundle",,511,99.98,119.98,139.98,119.98,5702017267982,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"854189-1","Gear","Key Chains/Marvel Super Heroes",2022,"Black Panther Keyring",,,4.99,5.99,7.99,5.99,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5005872-1","Gear","Storage",2020,"4 Stud Red Desk Drawer",,,,15.99,17.99,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5006625-1","Gear","Plush",2020,"Unicorn Girl Plush",,,,26.99,32.99,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5006623-1","Gear","Plush",2020,"Yoda Plush",,,24.99,26.99,32.99,29.99,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"41805-1","Dots","Accessories",2023,"Creative Animal Drawer",,643,19.99,24.99,34.99,24.99,,,26.2,19.1,7.2,,"",0,0,0,,0,0,,,,,,,,,,,"01/01/2023","31/12/2024"
"41806-1","Dots","Miscellaneous",2023,"Ultimate Party Kit",,1154,44.99,49.99,64.99,49.99,,,28.2,26.2,7.6,,"",0,0,0,,0,0,,,,,,,,,,,"01/01/2023","31/12/2024"
"10996-1","Duplo","Cars",2023,"Lightning McQueen & Mater's Car Wash Fun",,,29.99,29.99,39.99,34.99,,,28.2,26.2,7.6,,"",0,0,0,,0,0,,,,,,,,,33.5400,,"01/01/2023","31/12/2025"
"854241-1","Gear","Key Chains/Marvel",2023,"Scarlet Witch Key Chain",,,4.99,5.99,7.99,5.99,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5005821-1","Gear","Miscellaneous",2019,"Yoda Bag Tag",,,,5.99,7.99,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"11033-1","Classic","Miscellaneous",2023,"Creative Fantasy Universe",,1800,79.99,89.99,119.99,89.99,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"854237-1","Gear","Key Chains",2022,"Earth Blue 2x4 Keyring",,,4.99,5.99,7.99,5.99,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"10959-1","Duplo","",2022,"Police Station & Helicopter",2,40,44.99,49.99,64.99,49.99,5702017153629,,48,28.2,9.1,,"",0,0,0,,0,0,,,,,,,,,,,"01/03/2022","31/12/2024"
"45025-1","Education","Duplo",2018,"Coding Express",6,234,274.99,239.95,399.99,304.99,5702016349436,,,,,,"",0,0,0,,0,0,,,,,,,,,165.1300,,"",""
"5006491-1","Gear","Bags",2021,"Crossbody Handbag Retro Logo",,,44.99,49.99,49.99,49.99,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"43219-1","Disney","Disney Princess",2023,"Disney Princess Creative Castles",,140,29.99,34.99,44.99,34.99,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5005401-1","Gear","Storage",2020,"4 stud Bright Yellow Storage Brick Drawer",,,,29.99,32.99,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5005713-1","Gear","Storage",2020,"4 Stud Medium Stone Gray Storage Brick Drawer",,,24.99,29.99,34.99,29.99,5711938029494,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5006057-1","Gear","Stationery",2020,"Locking Notebook with Gel Pen",,,14.99,19.99,19.99,16.99,4895028524487,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5007116-1","Gear","Housewares",2021,"Wooden Desk Drawer 8 Dark Oak",,,209.99,239.99,261.99,224.99,5711938249588,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5006289-1","Gear","Stationery",2020,"Pencil Box with Minifigure",,,,11.99,11.99,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5005543-1","Gear","Bags",2019,"2x4 Blue Luggage Tag",,,3.99,4.99,6.99,4.99,4895028520014,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5005711-1","Gear","Storage",2020,"4 Stud Black Storage Brick Drawer",,,24.99,29.99,34.99,29.99,5711938029449,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5006274-1","Gear","Stationery",2021,"Dots marker pen 6 pack",,,14.99,19.99,19.99,16.99,4895028527976,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5006273-1","Gear","Stationery",2021,"Dots notebook with elastic band",,,14.99,14.99,14.99,16.99,4895028527969,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5006277-1","Gear","Stationery",2021,"Dots hard pencil case",,,8.99,12.99,12.99,9.99,4895028527990,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5006609-1","Gear","Storage",2021,"Brick Shelf 8 Knobs Blue",,,,29.99,33.99,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5007136-1","Gear","Plush",2020,"Darth Vader Plush",,,24.99,26.99,32.99,26.99,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5005714-1","Gear","Storage",2020,"4 Stud Aqua Light Blue Storage Brick Drawer",,,24.99,29.99,34.99,29.99,5711938029890,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5005721-1","Gear","Storage",2020,"8 Stud Aqua Light Blue Storage Brick Drawer",,,,39.99,47.99,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5006209-1","Gear","Storage",2020,"LEGO 8 Stud White Storage Brick Drawer",,,44.99,44.99,48.99,47.99,5711938029555,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5007137-1","Gear","Plush",2020,"Stormtrooper Plush",,,24.99,26.99,32.99,26.99,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5006626-1","Gear","Plush",2020,"Butterfly Girl Plush",,,,26.99,32.99,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5007138-1","Gear","Bag Tags",2022,"The Mandalorian Bag Tag",,,5.99,6.99,6.99,6.99,4895028529222,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5006278-1","Gear","Key Chains/Dots",2021,"Round 4x4 Key Chain",,,,6.99,6.99,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5006618-1","Gear","Storage",2021,"Brick Shelf 4 Knobs Blue",,,,19.99,22.99,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5007111-1","Gear","Housewares",2021,"Wooden Desk Drawer 8 Light Oak",,,179.99,219.99,239.99,199.99,5711938249571,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"45024-1","Education","Duplo",2017,"STEAM Park",3,295,209.99,209.95,284.99,234.99,5702016123418,,58.5,49,19,,"",0,0,0,,0,0,,,,,,,,,214.6600,,"01/11/2017","31/12/2021"
"5007115-1","Gear","Housewares",2021,"Wooden Desk Drawer 4 Dark Oak",,,139.99,159.99,172.99,149.99,5711938249564,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5005618-1","Gear","Bags",2019,"Boy Luggage Tag",,,6.99,5.99,7.99,7.99,4895028511678,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5006588-1","Gear","Storage",2021,"Brick Bookrack Bright Red",,,,19.99,23.99,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5005839-1","Gear","Bags",2020,"Brick Red Hip Pack",,,24.99,24.99,27.99,29.99,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"10977-1","Duplo","",2022,"My First Puppy & Kitten with Sounds",,22,39.99,44.99,54.99,44.99,5702017153612,,28.2,26.2,9.6,,"",0,0,0,,0,0,,,,,,,,,34.7700,,"01/06/2022","31/12/2023"
"88017-1","Powered Up","",2021,"Large angular motor",,1,29.99,34.99,44.99,34.99,,,,,,,"",0,0,0,,0,0,,,,,,,,,30.9700,,"",""
"5006611-1","Gear","Storage",2021,"Brick Shelf 8 Knobs White",,,,29.99,33.99,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5006620-1","Gear","Storage",2021,"Brick Shelf 4 Knobs White",,,,19.99,22.99,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5007459-1","Gear","Plush",2022,"R2 D2 Plush",,,32.99,31.99,39.99,35.99,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"10978-1","Duplo","",2022,"Creative Building Time",,120,39.99,44.99,54.99,44.99,5702017189055,,48,28.2,11.8,,"",0,0,0,,0,0,,,,,,,,,31.0200,,"01/01/2022","31/12/2023"
"5007113-1","Gear","Housewares",2021,"Wooden Desk Drawer 4 Light Oak",,,119.99,139.99,152.99,129.99,5711938249557,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5007457-1","Gear","Plush",2022,"The Mandalorian Plush",,,,31.99,39.99,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"45005-1","Education","Duplo",2014,"Story Tales",6,109,134.99,159.95,224.99,149.99,5702016883527,673419204651,43.8,32.3,27.4,,"",0,0,0,,0,0,,,,,,,,,91.9300,,"01/01/2014","31/12/2021"
"5007062-1","Super Mario","Product Collection",2021,"The Ultimate Bundle",,3009,264.95,299.95,389.95,299.95,5702017267999,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5006267-1","Gear","Bag Tags",2021,"Darth Vader Bag Tag",,,5.99,5.99,7.99,6.99,4895028522339,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5006610-1","Gear","Storage",2021,"Brick Shelf 8 Knobs Black",,,,29.99,33.99,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5006612-1","Gear","Storage",2021,"Brick Shelf 8 Knobs Grey",,,,29.99,33.99,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5006614-1","Gear","Storage",2021,"Brick Bookrack Black",,,17.99,19.99,23.99,19.99,5711938033576,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5006617-1","Gear","Storage",2021,"Brick Bookrack Grey",,,,19.99,23.99,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5006621-1","Gear","Storage",2021,"Brick Shelf 4 Knobs Grey",,,,19.99,22.99,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5007493-1","Gear","Plush",2022,"Hedwig Plush",,,24.99,26.99,32.99,29.99,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5005712-1","Gear","Storage",2020,"4 Stud Light Purple Storage Brick Drawer",,,,29.99,34.99,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5005810-1","Gear","Bags",2020,"Holographic Brick Crossbody Bag",,,,65,65,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5006615-1","Gear","Storage",2021,"Brick Bookrack White",,,,19.99,23.99,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5006619-1","Gear","Storage",2021,"Brick Shelf 4 Knobs Black",,,,19.99,22.99,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5005523-1","Gear","Bags",2018,"Brick Backpack Navy",,,49.99,49.99,59.99,59.99,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5005537-1","Gear","Bags",2018,"Brick Backpack Black",,,44.99,49.99,59.99,49.99,5711013090739,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5006208-1","Gear","Storage",2020,"LEGO 4 Stud White Storage Brick Drawer",,,24.99,29.99,32.99,29.99,5711938029463,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5007112-1","Gear","Housewares",2021,"Wooden Wall Hanger Set Dark Oak",,,114.99,129.99,139.99,119.99,5711938249649,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5006272-1","Gear","Stationery",2021,"Dots secret diary with lock",,,,19.99,19.99,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5007460-1","Gear","Plush",2022,"Ewok Plush",,,32.99,31.99,39.99,35.99,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5004891-1","Gear","Storage",2015,"2 stud Yellow Storage Brick",,,,15.99,17.99,,,,,,,,"",0,0,0,,0,0,,,,,,,,,31.4400,,"",""
"5007178-1","Gear","Stationery",2021,"Minifigure Notes 20 Notecards and Envelopes",,,14.99,15.99,,15.99,9781452182285,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5005535-1","Gear","Bags",2018,"Brick Backpack Blue",,,49.99,49.99,59.99,59.99,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5007114-1","Gear","Housewares",2021,"Wooden Wall Hanger Set Light Oak",,,89.99,109.99,119.99,99.99,5711938249632,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5005539-1","Gear","Bags",2018,"Brick Pouch Yellow",,,,14.99,19.99,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5007107-1","Gear","Housewares",2021,"Wooden Book Rack Light Oak",,,114.99,129.99,141.99,119.99,5711938249595,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5007109-1","Gear","Housewares",2021,"Wooden Picture Frame Light Oak",,,79.99,99.99,108.99,89.99,5711938249618,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5005892-1","Gear","Housewares",2020,"Minifigure Lunch Set",,,,14.99,18.99,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5007110-1","Gear","Housewares",2021,"Wooden Picture Frame Dark Oak",,,89.99,109.99,119.99,99.99,5711938249625,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5007494-1","Gear","Plush",2022,"Hagrid Plush",,,34.99,38.99,48.99,37.99,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5005531-1","Gear","Bags",2018,"Brick Lunch Bag Blue",,,24.99,24.99,29.99,29.99,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5005813-1","Gear","Bags",2019,"Holographic Brick Backpack",,,,80,80,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5006598-1","Gear","Storage",2022,"Minifigure Display Case 16",,,,34.99,37.99,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5006605-1","Gear","Housewares",2021,"Hydration Bottle Blue",,,15.99,11.99,13.99,17.99,5711938026981,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5006329-1","Gear","Storage",2021,"8 Stud Dark Gray Storage Brick Drawer",,,44.99,44.99,48.99,47.99,5711938034306,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5007108-1","Gear","Housewares",2021,"Wooden Book Rack Dark Oak",,,129.99,149.99,163.99,139.99,5711938249601,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5005517-1","Gear","Bags",2018,"Brick Lunch Bag Navy",,,,24.99,29.99,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"45018-1","Education","Duplo",2016,"Build Me 'Emotions'",,188,94.99,94.95,134.99,99.99,5702015608817,,48,37.8,9.4,,"",0,0,0,,0,0,,,,,,,,,63.9400,,"01/01/2016","31/12/2021"
"88016-1","Powered Up","",2021,"Large Hub",,2,209.99,249.99,329.99,239.99,5702017190532,,,,,,"",0,0,0,,0,0,,,,,,,,,189.8800,,"",""
"5006930-1","Gear","Storage",2022,"4 Stud Storage Brick Black",,,21.99,24.99,27.99,24.99,5706773400331,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5005518-1","Gear","Bags",2018,"Brick Lunch Bag Gray",,,,24.99,29.99,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5007182-1","Gear","Housewares",2022,"City Town Map 46 in x 60 in Throw",,,,19.99,19.99,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5005520-1","Gear","Bags",2018,"Brick Backpack Yellow",,,49.99,49.99,59.99,59.99,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5006921-1","Gear","Storage",2022,"8 Stud Storage Brick Blue",,,34.99,39.99,42.99,37.99,5706773400416,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5006867-1","Gear","Storage",2022,"8 Stud Storage Brick Red",,,34.99,39.99,42.99,37.99,5706773400409,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5007001-1","Gear","Storage",2022,"1 Stud Round Storage Brick Green",,,,9.99,10.99,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"10995-1","Duplo","Spidey and His Amazing Friends",2023,"Spider-Man's House",,25,19.99,19.99,24.99,24.99,,,22.2,26.2,7.6,,"",0,0,0,,0,0,,,,,,,,,24.6300,,"01/01/2023","31/12/2025"
"45609-1","Education","SPIKE",2021,"Small Hub",,2,214.99,214.95,299.99,239.99,5702016685923,,,,,,"",0,0,0,,0,0,,,,,,,,,219.9500,,"",""
"5005533-1","Gear","Bags",2018,"Brick Lunch Bag Black",,,,24.99,29.99,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5006929-1","Gear","Storage",2022,"4 Stud Storage Brick Green",,,,24.99,27.99,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5007790-1","Books","Comic Books",2023,"LEGO NINJAGO: Garmadon, Volume 1",,,10.99,12.99,,12.99,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5005510-1","Gear","Bags",2018,"Brick Pouch Pink",,,,14.99,19.99,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5006616-1","Gear","Storage",2021,"Brick Bookrack Pink",,,17.99,19.99,23.99,19.99,5711938033590,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5007455-1","Gear","Plush",2022,"Harry Potter Plush",,,24.99,26.99,32.99,29.99,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5005515-1","Gear","Bags",2018,"Brick Lunch Bag Yellow",,,24.99,24.99,29.99,29.99,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5005532-1","Gear","Bags",2018,"Brick Lunch Bag Red",,,24.99,24.99,29.99,29.99,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5007453-1","Gear","Plush",2022,"Hermione Granger Plush",,,24.99,26.99,32.99,29.99,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5006858-1","Gear","Bag Tags",2022,"Statue of Liberty Bag Tag",,,,9.99,9.99,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5006916-1","Gear","Storage",2022,"8 Stud Storage Brick Yellow",,,34.99,39.99,42.99,37.99,5706773400423,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5007451-1","Gear","Role-play toys",2022,"Lego Guy Mask & Hands Costume Kit",,,,24.99,29.99,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5007454-1","Gear","Plush",2022,"Albus Dumbledore Plush",,,24.99,26.99,32.99,29.99,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5006328-1","Gear","Storage",2021,"4 Stud Dark Gray Storage Brick Drawer",,,24.99,27.99,30.99,29.99,5711938034290,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5006915-1","Gear","Storage",2022,"8 Stud Storage Brick Gray",,,34.99,39.99,42.99,37.99,5711938034283,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5005521-1","Gear","Bags",2018,"Brick Backpack Orange",,,49.99,49.99,59.99,59.99,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5005816-1","Gear","Bags",2020,"LEGO® Gold Brick Crossbody Bag",,,,65,65,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5006261-1","Gear","Storage",2023,"LEGO® Storage Big Bucket",,,,24.99,27.99,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5006589-1","Gear","Storage",2021,"Brick Shelf 8 Knobs Bright Red",,,,29.99,33.99,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"45612-1","Education","SPIKE",2021,"Small Hub Battery",,1,69.99,69.95,94.99,79.99,5702016686234,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5005519-1","Gear","Bags",2018,"Brick Lunch Bag Green",,,24.99,24.99,29.99,29.99,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5005534-1","Gear","Bags",2018,"Brick Backpack Pink",,,49.99,49.99,59.99,59.99,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5005770-1","Gear","Housewares",2019,"Lunch Set Iconic Girl",,,,14.99,17.99,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5006587-1","Gear","Storage",2021,"Brick Shelf 4 Knobs Bright Red",,,,19.99,22.99,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5006604-1","Gear","Housewares",2021,"Hydration Bottle Red",,,15.99,11.99,13.99,17.99,5711938026974,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5006169-1","Gear","Storage",2022,"4 Stud Storage Brick Light Blue",,,21.99,24.99,26.99,24.99,5706773400362,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5006312-1","Gear","Storage",2022,"4 Stud Desk Drawer Black",,,17.99,13.99,15.99,18.99,5711938031909,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"10984-1","Duplo","",2023,"Organic Garden",,,39.99,44.99,54.99,44.99,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"10990-1","Duplo","",2023,"Construction Site",,,59.99,64.99,84.99,64.99,,,48,37.8,9.4,,"",0,0,0,,0,0,,,,,,,,,55.7100,,"01/01/2023","31/12/2025"
"5005516-1","Gear","Bags",2018,"Brick Lunch Bag Orange",,,24.99,24.99,29.99,29.99,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5006869-1","Gear","Storage",2022,"2 Stud Storage Brick White",,,,15.99,17.99,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5006871-1","Gear","Storage",2021,"4 Stud Brick Drawer Green",,,,29.99,32.99,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5007005-1","Gear","Storage",2022,"8 Stud Mini Box Blue",,,,3.99,4.99,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5007667-1","Gear","Video Games/Xbox Series XS & Xbox One",2022,"LEGO Star Wars: The Skywalker Saga - Xbox Series XS & Xbox One",,,,59.99,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
